Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 01/05  24:00:00,0.807555221281,2.32960530516,0.0,2.28155297853,0.0,0.0395905269322,0.0395905269322,0.0395905269322,0.113090388878,0.0203178359816,0.0435869416981,0.376680396822,0.203759130968
 01/06  01:00:00,0.584450220953,2.64646287049,0.0,2.6102676952,0.0,0.0452945316017,0.0452945316017,0.0452945316017,0.0590036798269,0.010600609839,0.0386485741458,0.311572063332,0.108800762208
 01/06  02:00:00,0.486834180699,2.76854448128,0.0,2.73404605365,0.0,0.0474423889953,0.0474423889953,0.0474423889953,0.0344188259487,0.00618369135735,0.0364037809873,0.286875798904,0.0649796945066
 01/06  03:00:00,0.46280911377,2.9438480367,0.0,2.91698295237,0.0,0.0506167918182,0.0506167918182,0.0506167918182,0.0245848691378,0.00441692122316,0.0344190020612,0.283549702685,0.054691826845
 01/06  04:00:00,0.464187634786,3.09106043023,0.0,3.06446956774,0.0,0.0531760454814,0.0531760454814,0.0531760454814,0.0245848691378,0.00441692122316,0.0331770229889,0.279558387222,0.0587443887329
 01/06  05:00:00,0.491360669182,3.21130361549,0.0,3.1780334732,0.0,0.0551466571218,0.0551466571218,0.0551466571218,0.0245848691378,0.00441692122316,0.0336696072551,0.268998031726,0.0940145827185
 01/06  06:00:00,0.684375046181,3.21475756894,0.0,3.17196116099,0.0,0.0550412876465,0.0550412876465,0.0550412876465,0.0245848691378,0.00441692122316,0.0357451070141,0.300180183781,0.253876677379
 01/06  07:00:00,1.06990363733,3.13240743844,0.0,3.05680767991,0.0,0.0530430929795,0.0530430929795,0.0530430929795,0.0565452096987,0.0101589207324,0.0422578350732,0.346828683255,0.550539895596
 01/06  08:00:00,1.26344747028,3.81296143394,0.0,3.69888830383,0.0,0.0641847629181,0.0641847629181,0.0641847629181,0.115548889526,0.0207595305713,0.0510568111019,0.368531461085,0.617836015077
 01/06  09:00:00,1.13581368323,2.90406377644,0.0,2.78652011306,0.0,0.0483529423254,0.0483529423254,0.0483529423254,0.11063191875,0.019876146875,0.0586542613656,0.311572063332,0.576196350581
 01/06  10:00:00,0.944025158143,2.40733035581,0.0,2.28851907576,0.0,0.0397114057645,0.0397114057645,0.0397114057645,0.0565452096987,0.0101589207324,0.0616202140166,0.265173021074,0.500286386857
 01/06  11:00:00,0.852919566342,2.08773446971,0.0,1.98033407114,0.0,0.0343636418334,0.0343636418334,0.0343636418334,0.0467112376283,0.00839214785663,0.0577626539713,0.271409451485,0.423750433567
 01/06  12:00:00,0.789873378427,2.1848515664,0.0,2.06265672227,0.0,0.0357921412667,0.0357921412667,0.0357921412667,0.0467112376283,0.00839214785663,0.0571243967723,0.27149260389,0.359830851013
 01/06  13:00:00,0.738831969746,2.30151068368,0.0,2.16484131949,0.0,0.0375652940649,0.0375652940649,0.0375652940649,0.0467112376283,0.00839214785663,0.0585931939908,0.266919221589,0.310120874616
 01/06  14:00:00,0.716971223141,2.3182565479,0.0,2.20314660338,0.0,0.03822998447,0.03822998447,0.03822998447,0.0467112376283,0.00839214785663,0.0567480421383,0.276149138597,0.280210672451
 01/06  15:00:00,0.705901140044,2.30953539539,0.0,2.1977916563,0.0,0.0381370630351,0.0381370630351,0.0381370630351,0.0491697382757,0.00883384244632,0.0539269802759,0.291698638422,0.253604877589
 01/06  16:00:00,0.745235922074,2.308184217,0.0,2.16869836595,0.0,0.0376322232589,0.0376322232589,0.0376322232589,0.0614621804744,0.0110423044287,0.0564069519463,0.30791335749,0.260248904476
