Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 11/19  21:00:00,1.27053464212,0.10167607935,0.0,0.157917134185,0.0349473000589,0.192864434244,0.0349473000589,0.2262018385,0.0376542559419,0.0713436434568,0.415331466095,0.317344003881
 11/19  22:00:00,1.15770136716,0.0790630374451,0.0,0.145354690926,0.0321631773744,0.1775178683,0.0321631773744,0.19124337255,0.0318349581075,0.064147125307,0.405635011634,0.277528031259
 11/19  23:00:00,0.952956185106,0.0562810083008,0.0,0.12338449354,0.0273006676819,0.150685161222,0.0273006676819,0.14189024415,0.0236194850475,0.0552932298125,0.351025118799,0.220647946075
 11/19  24:00:00,0.750330301547,0.0428822820191,0.0,0.0961317616408,0.0212684068214,0.117400168462,0.0212684068214,0.0987062568,0.01643094612,0.0479357337704,0.305034296597,0.155027899797
 11/20  01:00:00,0.521277298984,0.0319582329834,0.0,0.065536241233,0.0146185134856,0.0801547547186,0.0146185134856,0.05140950875,0.0085577844375,0.0422493724938,0.252309825464,0.0768010531205
 11/20  02:00:00,0.426907492786,0.0305842913993,0.0,0.0504441824335,0.0112523988098,0.0616965812433,0.0112523988098,0.03084570525,0.0051346706625,0.0399263547249,0.232310888137,0.0471982927688
 11/20  03:00:00,0.38152683975,0.0230767242593,0.0,0.0325518251849,0.00736128574342,0.0399131109283,0.00736128574342,0.0205638035,0.00342311421669,0.0378721346485,0.229617428564,0.0403422478918
 11/20  04:00:00,0.375385530534,0.0228546730942,0.0,0.0291238968958,0.00653909583285,0.0356629927287,0.00653909583285,0.0205638035,0.00342311421669,0.0365273720765,0.226385277077,0.0430279709347
 11/20  05:00:00,0.382764068347,0.0295896872223,0.0,0.0224596127435,0.00507957370883,0.0275391864524,0.00507957370883,0.0205638035,0.00342311421669,0.0369602359269,0.217833542934,0.0666491853165
 11/20  06:00:00,0.533738825002,0.0386263013546,0.0,0.0336535124114,0.00755687867434,0.0412103910857,0.00755687867434,0.0226201865034,0.00376542559419,0.0390278840569,0.243084726427,0.174235211335
 11/20  07:00:00,0.829979693951,0.0704909372588,0.0,0.0607503967128,0.013644051264,0.0743944479769,0.013644051264,0.03907122665,0.0065039161725,0.0456383004378,0.280860496933,0.373716305781
 11/20  08:00:00,0.974490523556,0.108269592786,0.0,0.073093119952,0.0163174632683,0.0894105832203,0.0163174632683,0.07608607295,0.0126655209675,0.0545789597035,0.298435320644,0.41851906607
 11/20  09:00:00,0.912682476028,0.112402577022,0.0,0.091529425716,0.0199400420754,0.111469467791,0.0199400420754,0.0740296926,0.01232320959,0.06224587336,0.252309825464,0.390509407223
 11/20  10:00:00,0.850907303316,0.114227157988,0.0,0.143227640057,0.0306531454923,0.173880785549,0.0306531454923,0.041127607,0.00684622755,0.0652589348866,0.214736064426,0.339262683904
 11/20  11:00:00,0.805578571888,0.102866347768,0.0,0.154276918727,0.0320267744037,0.18630369313,0.0320267744037,0.03495846595,0.0058192934175,0.0612848025729,0.219786301124,0.287631015693
 11/20  12:00:00,0.746507993214,0.117495337742,0.0,0.141405368919,0.0293585847719,0.170763953691,0.0293585847719,0.03495846595,0.0058192934175,0.0606308198731,0.219853637614,0.244686822669
